variable,tipo,ausencia,unicos,varianza,pearson,spearman,decision,informacion_mutua,puntaje_relevancia
V187,float64,0.7231409157104284,210,144.10592324457863,0.01390799254294877,0.3504906012767954,candidata,0.01637129242487756,0.35458342438301477
V188,float64,0.7231747830183161,18,0.2799964056555857,0.3174397459028044,0.22922535120615806,candidata,0.021115241430037957,0.32271855626031387
V189,float64,0.7231747830183161,18,0.3879631974330056,0.32796199593996955,0.24505033420718067,candidata,0.024736570813334247,0.3341461386433031
V190,float64,0.7231409157104284,42,2.7165803179820327,0.14880947310432086,0.3286025534085182,candidata,0.026561157621851628,0.3352428428139811
V191,float64,0.7231409157104284,21,0.6539834356917757,0.029094020634856645,0.1646561596202658,candidata,0.018511136510561244,0.16928394374790612
V192,float64,0.7231409157104284,44,9.68105304983216,0.012350619204175276,0.19377919420079293,candidata,0.015589335075068655,0.1976765279695601
V193,float64,0.7231409157104284,37,4.24553290535297,0.01010067620765874,0.18314598273329305,candidata,0.013149516817586138,0.18643336193768958
V194,float64,0.7231747830183161,8,0.07896542231113934,0.1331586778865686,0.09447535693369283,candidata,0.016235374784125067,0.13721752158259987
V195,float64,0.7231747830183161,9,0.09931282710094519,0.14448176532171783,0.10295049041660959,candidata,0.01659300880487624,0.1486300175229369
V196,float64,0.7231409157104284,38,1.8177886894542,0.025333483968470395,0.18419819677240312,candidata,0.017335559697185365,0.18853208669669946
V197,float64,0.7231747830183161,15,0.10662019353501938,0.15756307657693558,0.10725384373422789,candidata,0.016461105562922684,0.16167835296766625
V198,float64,0.7231747830183161,15,0.17952085199567636,0.16146013397003403,0.11766795275504643,candidata,0.021412753567304765,0.16681332236186022
V199,float64,0.7231409157104284,45,3.404743027202823,0.18435830973885933,0.3244828611444813,candidata,0.02940741923943091,0.33183471595433905
V200,float64,0.7231747830183161,46,1.2246097235497275,0.33705051081099185,0.2538608001224938,candidata,0.023552974881773325,0.3429387545314352
V201,float64,0.7231747830183161,46,1.4175707039382694,0.3529976884543561,0.2605910647396309,candidata,0.024468347105663035,0.35911477523077184
V202,float64,0.7231409157104284,5509,524624.4088067494,0.03251402586889538,0.21014736061052489,excluida_redundante_con_V167,0.00855065921268583,0.21228502541369634
V203,float64,0.7231409157104284,7789,29036900.906609844,0.0007589791417407098,0.21681569536941694,candidata,0.01059419127548411,0.21946424318828797
V204,float64,0.7231409157104284,6676,4822072.626336571,0.005507629842161005,0.22307521735283126,excluida_redundante_con_V168,0.012402265576712868,0.22617578374700947
V205,float64,0.7231409157104284,1365,100600.78027974586,-0.013452602467891601,0.0011917703706342373,candidata,0.0,0.013452602467891601
V206,float64,0.7231409157104284,1032,49591.57946364964,-0.010163658827094763,-0.014744377351951589,candidata,0.0,0.014744377351951589
V207,float64,0.7231409157104284,2001,1300653.6339898687,-0.014841441978994946,0.022893259855652905,candidata,0.0,0.022893259855652905
V208,float64,0.7231747830183161,1502,4877.173108271633,0.01472969386847615,0.03649027284288031,candidata,0.0,0.03649027284288031
V209,float64,0.7231747830183161,1964,41750.0617233468,-0.0033588786991933088,0.03432253741655377,candidata,0.0,0.03432253741655377
V210,float64,0.7231747830183161,1652,6335.277338587743,0.022965885155166666,0.037089569624591444,candidata,0.0,0.037089569624591444
V211,float64,0.7231409157104284,3556,94212.20316333845,0.04509234350053571,0.24007516130768664,excluida_redundante_con_V177,0.009412346814619443,0.2424282480113415
V212,float64,0.7231409157104284,4266,4563513.6264593275,0.0058771039088433615,0.25439069788546625,excluida_redundante_con_V178,0.011862630415355069,0.257356355489305
V213,float64,0.7231409157104284,3968,640884.4118541852,0.023256993227926303,0.25518198018215,excluida_redundante_con_V179,0.011362275385550902,0.2580225490285377
V214,float64,0.7231409157104284,1298,189222.94983700043,0.040169755970139616,0.09923670113410997,candidata,0.0,0.09923670113410997
V215,float64,0.7231409157104284,1555,809191.250657546,0.02325579907573144,0.11173505528894027,candidata,0.0,0.11173505528894027
V216,float64,0.7231409157104284,1436,252771.87022142526,0.033041368082752626,0.11194655177714732,candidata,0.0,0.11194655177714732
V217,float64,0.7365215811722399,54,3.3638463836808374,0.28487646162209157,0.25672982393914856,candidata,0.010680723238922996,0.2875466424318223
V218,float64,0.7365215811722399,99,41.816606876148725,0.11760797481405973,0.2690301442109719,candidata,0.01272515968110266,0.27221143413124754
V219,float64,0.7365215811722399,78,8.290518126605075,0.2269383179955136,0.27049995183228726,candidata,0.012399409548119023,0.273599804219317
V220,float64,0.7186180906843351,24,0.8553379559552151,0.056236531066635814,0.037291579172120476,candidata,0.0,0.056236531066635814
V221,float64,0.7186180906843351,71,8.467906289963572,0.13744605404321503,0.0869114850271371,candidata,0.017233508085029214,0.14175443106447233
V222,float64,0.7186180906843351,71,9.39272942493188,0.1755318354758648,0.10528482347971307,candidata,0.01583167837933952,0.17948975507069967
V223,float64,0.7365215811722399,17,0.18101240026010487,-0.0019783191498704607,0.00522940158814008,candidata,0.0,0.00522940158814008
V224,float64,0.7365215811722399,77,15.799974354370015,0.0023557468138191255,0.05313392369666944,candidata,0.0,0.05313392369666944
V225,float64,0.7365215811722399,34,2.1796670715491024,0.007814985977385525,0.038571096485970735,candidata,0.0,0.038571096485970735
V226,float64,0.7365215811722399,31,1.842508096437068,0.04428557438634533,0.04790631312741545,candidata,0.0,0.04790631312741545
V227,float64,0.7186180906843351,41,5.360755685233028,0.023075718559441957,0.058094234988979296,candidata,0.0,0.058094234988979296
V228,float64,0.7365215811722399,54,1.8105692506953626,0.2590450564919805,0.2647530500332377,candidata,0.021381877545138428,0.2700985194195223
V229,float64,0.7365215811722399,90,25.44468503217465,0.10478788153201116,0.2813625142136255,candidata,0.015656539790636304,0.2852766491612846
V230,float64,0.7365215811722399,65,4.975605909244203,0.19771791628173518,0.2831759139381408,candidata,0.02017146998720931,0.2882187814349431
V231,float64,0.7365215811722399,52,2.3538758251102885,0.2891645511924765,0.28462014322427864,candidata,0.010725969848564443,0.29184604365461764
V232,float64,0.7365215811722399,52,4.730333375198035,0.28173954495585085,0.30052368245651107,candidata,0.013599054790400134,0.3039234461541111
V233,float64,0.7365215811722399,52,3.0460887204530898,0.3114426578663737,0.29431304731735364,candidata,0.011745581069297684,0.3143790531336981
V234,float64,0.7186180906843351,121,114.64774140909988,-0.005521690919731737,0.13560536659096015,excluida_redundante_con_V236,0.004677658003199747,0.13677478109176008
V235,float64,0.7365215811722399,16,0.3482039203483631,0.12894725366968876,0.1312527793348672,excluida_redundante_con_V276,0.002436130282697846,0.13186181190554166
V236,float64,0.7365215811722399,29,1.4270027095154911,0.10210456251735983,0.1707176234671798,candidata,0.0036802639320030472,0.17163768945018057
V237,float64,0.7365215811722399,17,0.5157569698695483,0.1403079887905331,0.15426444963305722,excluida_redundante_con_V278,0.004005228604420097,0.15526575678416224
V238,float64,0.7186180906843351,18,0.30640993405451056,0.1154911334399381,0.12817871797658306,candidata,0.0020851742952037178,0.128700011550384
V239,float64,0.7186180906843351,18,0.3726122995756497,0.14867099945152745,0.14269629348712204,candidata,0.0036875180258204576,0.14959287895798257
V240,float64,0.7365215811722399,5,0.0029317805486779114,0.0027903440481855755,0.010816019359162602,candidata,0.0,0.010816019359162602
V241,float64,0.7365215811722399,4,0.0005140705417553731,-0.004763759317377943,-0.004763759317377947,candidata,0.0,0.004763759317377947
V242,float64,0.7365215811722399,20,0.3818912861137302,0.34998789712804346,0.3888296913692958,candidata,0.022726201327568862,0.394511241701188
V243,float64,0.7365215811722399,42,2.524545618938463,0.16481953301423927,0.380319460091176,candidata,0.02750108608431745,0.38719473161225537
V244,float64,0.7365215811722399,22,0.41166837619144553,0.35398858528156324,0.39616212243874993,candidata,0.023757043157486724,0.4021013832281216
V245,float64,0.7186180906843351,49,3.991914500588123,0.09292969228459919,0.07028539671099925,candidata,0.0,0.09292969228459919
V246,float64,0.7365215811722399,45,0.9974534891534245,0.35126317438510435,0.37694126489813184,candidata,0.02279307874622205,0.38263953458468736
V247,float64,0.7365215811722399,12,0.06649568968265657,0.16605261530201737,0.24582519115090878,candidata,0.015730337744323197,0.24975777558698958
V248,float64,0.7365215811722399,15,1.1288897567640008,0.06288387896428195,0.22395864589588682,candidata,0.015730445927255365,0.22789125737770066
V249,float64,0.7365215811722399,15,0.3649142399906201,0.08753786110060481,0.24004502848515885,candidata,0.015508695672471484,0.24392220240327672
V250,float64,0.7186180906843351,14,0.19830814618688125,0.026625717178367814,-0.006124630994933447,candidata,0.0,0.026625717178367814
V251,float64,0.7186180906843351,14,0.2134532393349555,0.05120804132466289,0.0032541373458106772,candidata,0.0,0.05120804132466289
V252,float64,0.7365215811722399,18,0.15672830962601272,0.16596801967516922,0.25078880185063324,candidata,0.020917720251906413,0.25601823191360984
V253,float64,0.7365215811722399,59,19.689094289043204,0.019364581260519088,0.21221062263367782,candidata,0.009272109162275832,0.21452864992424678
V254,float64,0.7365215811722399,38,2.7151000160561765,0.04562316389620344,0.2374990457138608,candidata,0.020059492674806556,0.24251391888256243
V255,float64,0.7186180906843351,35,0.9512646952573911,0.03867518825100151,0.0015175567708164092,candidata,0.0,0.03867518825100151
V256,float64,0.7186180906843351,41,1.037660035773701,0.06212568209220647,0.011080438848825007,candidata,0.0,0.06212568209220647
V257,float64,0.7365215811722399,48,1.5524427319868193,0.38066425015529826,0.3692995946654613,candidata,0.02630545678506868,0.3872406143515654
V258,float64,0.7365215811722399,66,4.6223624376330665,0.2563328876496744,0.36913110683708583,candidata,0.025651054009901753,0.37554387033956127
V259,float64,0.7186180906843351,63,5.217160834845943,0.16230528040273517,0.0958941487194361,candidata,0.02224165624582186,0.16786569446419064
V260,float64,0.7365215811722399,8,0.12453173002482759,0.12247466837963052,0.09039667260154265,candidata,0.017216150735707147,0.1267787060635573
V261,float64,0.7365215811722399,40,2.0538776709354014,0.08987194877942736,0.1417342949357721,candidata,0.01850114002449721,0.1463595799418964
V262,float64,0.7365215811722399,21,0.41961491056543637,0.13460198831054318,0.12373913160996469,candidata,0.01593614200795357,0.13858602381253157
V263,float64,0.7365215811722399,5610,408081.64798363164,0.07555087951552622,0.2508478365111023,excluida_redundante_con_V217,0.010143638622933437,0.2533837461668357
V264,float64,0.7365215811722399,7393,4467756.880006538,0.020465871110389392,0.26166019268196067,excluida_redundante_con_V218,0.012119732185119858,0.26469012572824063
V265,float64,0.7365215811722399,6408,950126.3047501665,0.04120967471772829,0.26282148755561935,excluida_redundante_con_V219,0.012051668141769056,0.2658344045910616
V266,float64,0.7365215811722399,1264,56193.37608490817,-0.007200797789553774,0.005412010851393175,candidata,0.0,0.007200797789553774
V267,float64,0.7365215811722399,2180,585993.6731362618,-0.004667333334773222,0.05370622219701103,candidata,0.0,0.05370622219701103
V268,float64,0.7365215811722399,1653,130859.34736036633,-0.0036419761209963396,0.03870123062241208,candidata,0.0,0.03870123062241208
V269,float64,0.7365215811722399,125,55913.360407070446,-0.008955608637576695,-0.004357728817054372,candidata,0.0,0.008955608637576695
V270,float64,0.7186180906843351,1381,6169.928382377591,0.02135027629465609,0.05392761431938645,candidata,0.0,0.05392761431938645
V271,float64,0.7186180906843351,1649,7357.958024898105,0.03602065021838706,0.06013132921642288,candidata,0.0,0.06013132921642288
V272,float64,0.7186180906843351,1492,6909.090579751304,0.03359157398588358,0.058513283859965036,candidata,0.0,0.058513283859965036
V273,float64,0.7365215811722399,3731,82968.10188921077,0.08611039799352711,0.2825372019253615,excluida_redundante_con_V231,0.013514695094209994,0.285915875698914
V274,float64,0.7365215811722399,4361,784572.4220981515,0.03211483938185959,0.2987094407474357,excluida_redundante_con_V232,0.013927837952378619,0.30219140023553037
V275,float64,0.7365215811722399,4055,210514.82252204785,0.053270681986843836,0.2921883966028321,excluida_redundante_con_V233,0.012871284048191711,0.29540621761488
V276,float64,0.7365215811722399,1299,198855.58088592382,0.04444726046513885,0.13132967679060864,candidata,0.004853654694934706,0.13254309046434232
V277,float64,0.7365215811722399,1485,351032.09541146655,0.04012175892576524,0.16944264885030302,excluida_redundante_con_V236,0.007151746643771162,0.17123058551124581
V278,float64,0.7365215811722399,1400,224781.2281600844,0.047567336291881104,0.1540543619894333,candidata,0.005803775064787464,0.15550530575563018
V279,float64,3.694615405930474e-05,56,1.3481117294029579,0.06998439823332112,0.08246891861976158,candidata,0.0,0.08246891861976158
V280,float64,3.694615405930474e-05,138,21.631927992547407,0.0552588402795624,0.07828617219003546,candidata,0.0,0.07828617219003546
V281,float64,1.2315384686434911e-05,23,0.26215751831316814,0.07372028850983793,0.07365041103062132,candidata,0.0,0.07372028850983793
V282,float64,1.2315384686434911e-05,33,0.8655049156385051,0.09949206428174177,0.08934346725574474,candidata,0.0,0.09949206428174177
V283,float64,1.2315384686434911e-05,52,2.756907103528483,0.106224720247404,0.09298537283716636,candidata,0.0,0.106224720247404
V284,float64,3.694615405930474e-05,13,0.10762683801320087,0.03811902403079202,0.03915700995871898,candidata,0.0,0.03915700995871898
V285,float64,3.694615405930474e-05,96,8.617709584090493,-0.004477270768378073,-0.009525378306211743,candidata,0.0,0.009525378306211743
V286,float64,3.694615405930474e-05,8,0.03693493159085791,0.009340495491211282,0.00932286285413512,candidata,0.0,0.009340495491211282
V287,float64,3.694615405930474e-05,31,0.9124703172977415,0.029697160331005248,0.035486321301169264,candidata,0.0,0.035486321301169264
V288,float64,1.2315384686434911e-05,9,0.17017487778074453,0.039419992008320165,0.03331050258271034,candidata,0.0,0.039419992008320165
V289,float64,1.2315384686434911e-05,10,0.3243107456975384,0.04889979879953547,0.03722418117874017,candidata,0.0,0.04889979879953547
V290,float64,3.694615405930474e-05,56,0.6246503992417444,0.04323480666846418,0.06974937253518722,candidata,0.0,0.06974937253518722
V291,float64,3.694615405930474e-05,140,310.15110687477477,0.02717579337248703,0.05337623525044329,candidata,0.0,0.05337623525044329
V292,float64,3.694615405930474e-05,99,16.801532613468943,0.0331297751415325,0.0783563071102331,candidata,0.0,0.0783563071102331
V293,float64,3.694615405930474e-05,55,0.9479005738829256,0.0584729857219053,0.08842546649644933,candidata,0.0,0.08842546649644933
V294,float64,3.694615405930474e-05,224,323.8973313430515,0.03405740893405738,0.11433575424352246,candidata,0.0,0.11433575424352246
V295,float64,3.694615405930474e-05,140,19.246384840847046,0.04727300772458125,0.1119232751802945,candidata,0.0,0.1119232751802945
V296,float64,1.2315384686434911e-05,60,1.6932672822473571,0.056119906253548325,0.040055577997032236,candidata,0.0,0.056119906253548325
V297,float64,3.694615405930474e-05,13,0.14113427416973856,0.03034766117830179,0.025886161955489696,candidata,0.0,0.03034766117830179
V298,float64,3.694615405930474e-05,44,1.0161215673359432,0.055685143934633835,0.04046351218934256,candidata,0.0,0.055685143934633835
V299,float64,3.694615405930474e-05,26,0.30088734149255786,0.041596937611907,0.03584840922699342,candidata,0.0,0.041596937611907
V300,float64,1.2315384686434911e-05,12,0.09177164699236033,0.033582556546776686,0.03348279639351829,candidata,0.0,0.033582556546776686
V301,float64,1.2315384686434911e-05,12,0.1041598400352064,0.04285895331867924,0.03695256093197951,candidata,0.0,0.04285895331867924
V302,float64,3.694615405930474e-05,11,0.24020418524180254,0.11501859291698378,0.11381010188291012,candidata,0.0,0.11501859291698378
V303,float64,3.694615405930474e-05,14,0.3363042494653207,0.12195775636187893,0.11863259825117482,candidata,0.008499681470386378,0.12408267672947552
V304,float64,3.694615405930474e-05,11,0.26663937948732686,0.12201070935659472,0.11687819923749189,candidata,0.0063010321586312035,0.12358596739625252
V305,float64,3.694615405930474e-05,2,9.2368229018691e-06,0.0,0.0,candidata,0.0,0.0
V306,float64,3.694615405930474e-05,9341,193272.53772999143,0.04496807453057093,0.08288705674175947,candidata,0.0,0.08288705674175947
V307,float64,3.694615405930474e-05,23448,2462030.2774849813,0.05015918469905849,0.038016812652460895,candidata,0.0,0.05015918469905849
V308,float64,3.694615405930474e-05,13756,407304.52415098465,0.07518911764720619,0.07736146488837939,candidata,0.0,0.07736146488837939
V309,float64,3.694615405930474e-05,2707,18201.038672034287,0.031474083963012295,0.04015376658430068,candidata,0.0,0.04015376658430068
V310,float64,3.694615405930474e-05,12560,103418.7524931531,0.016163807353650656,-0.004887887383884091,candidata,0.0,0.016163807353650656
V311,float64,3.694615405930474e-05,1931,15532.235912206355,0.002088196739392354,0.009464273146902225,candidata,0.0,0.009464273146902225
V312,float64,3.694615405930474e-05,5181,30421.023348789397,0.04940732297730312,0.03711168557450044,candidata,0.0,0.04940732297730312
V313,float64,1.2315384686434911e-05,3519,8035.641635821542,0.037185101178276704,0.03522949694849933,candidata,0.0,0.037185101178276704
V314,float64,1.2315384686434911e-05,7319,24522.714456260084,0.037543368622229234,0.03194224245072377,candidata,0.0,0.037543368622229234
V315,float64,1.2315384686434911e-05,4446,11490.018739349147,0.04749722435958986,0.03844870136842732,candidata,0.0,0.04749722435958986
V316,float64,3.694615405930474e-05,5393,84724.5455884693,0.04988048118189904,0.08891690011295345,candidata,0.0,0.08891690011295345
V317,float64,3.694615405930474e-05,9227,2020013.8632859113,0.046242450991205726,0.11368673414709364,candidata,0.0,0.11368673414709364
V318,float64,3.694615405930474e-05,7182,250655.89003657928,0.07099080389374969,0.11178710089011612,candidata,0.0,0.11178710089011612
V319,float64,3.694615405930474e-05,2900,65214.07530624375,0.007652680461249683,0.02587681040129113,candidata,0.0,0.02587681040129113
V320,float64,3.694615405930474e-05,3922,80930.14180123835,0.03545365758509259,0.040329518054251806,candidata,0.0,0.040329518054251806
V321,float64,3.694615405930474e-05,3324,69959.87546958915,0.015610373389717012,0.03587517287329956,candidata,0.0,0.03587517287329956
V322,float64,0.8174398162544605,33,1.406676412793374,0.04038297424791863,0.06545327637581988,candidata,0.0,0.06545327637581988
V323,float64,0.8174398162544605,50,8.991255775618516,0.044718963650374796,0.08112688589410509,candidata,0.0,0.08112688589410509
V324,float64,0.8174398162544605,34,2.3337640596968052,0.06405020561557465,0.08411775780316541,candidata,0.0,0.08411775780316541
V325,float64,0.8174398162544605,13,0.07666504392396972,0.02509417739693199,0.024361881509888147,candidata,0.0,0.02509417739693199
V326,float64,0.8174398162544605,45,4.629907319414312,0.026871943874572892,0.04314812269753928,candidata,0.0,0.04314812269753928
V327,float64,0.8174398162544605,19,0.5037603985210091,0.04764586031610371,0.04833403886259247,candidata,0.0,0.04833403886259247
V328,float64,0.8174398162544605,16,0.38568247972013203,0.039741102872351296,0.041925855033450365,candidata,0.0,0.041925855033450365
V329,float64,0.8174398162544605,25,1.0975721754940038,0.03116551468934458,0.05136119967839762,candidata,0.0,0.05136119967839762
V330,float64,0.8174398162544605,16,0.487563337003042,0.05127942795547716,0.051459267878285656,candidata,0.0,0.051459267878285656
V331,float64,0.8174398162544605,334,350048.6067152955,0.006872702883873707,0.06984165254627839,candidata,0.0,0.06984165254627839
V332,float64,0.8174398162544605,787,502710.0922246211,0.017384944735089638,0.08641732390848016,candidata,0.0,0.08641732390848016
V333,float64,0.8174398162544605,534,381364.58263286925,0.015224848048937669,0.08689959313700911,candidata,0.0,0.08689959313700911
V334,float64,0.8174398162544605,114,75817.1684415883,0.008002204047450142,0.024802756537253497,candidata,0.0,0.024802756537253497
V335,float64,0.8174398162544605,478,102662.70141729899,0.02736866186454964,0.04342819529498258,candidata,0.0,0.04342819529498258
V336,float64,0.8174398162544605,269,78813.50763360095,0.024248010012912498,0.048153054694910706,candidata,0.0,0.048153054694910706
V337,float64,0.8174398162544605,143,69523.13715807268,0.012355980856116043,0.04290774382681099,candidata,0.0,0.04290774382681099
V338,float64,0.8174398162544605,205,85783.6404999582,0.019119079425318385,0.05221428267812648,candidata,0.0,0.05221428267812648
V339,float64,0.8174398162544605,166,72656.22679303287,0.018035065053062363,0.05206497135721471,candidata,0.0,0.05206497135721471
id_01,float64,0.714055240658011,60,194.6010741533549,-0.12600579092049555,-0.11802754712207711,candidata,0.013463172850080474,0.12937158413301567
id_02,float64,0.7206378137729105,78471,19117021797.920486,0.06986110496714512,0.05323457777579434,candidata,0.0,0.06986110496714512
id_03,float64,0.8725511627262567,22,0.3568549248682218,0.021210010272936904,0.031392530324813636,candidata,0.0,0.031392530324813636
id_04,float64,0.8725511627262567,15,0.47719779082242686,-0.05819088265111519,-0.0409920235889639,candidata,0.0,0.05819088265111519
id_05,float64,0.7281655926624938,84,28.250504403767767,-0.01261295395236353,0.016295172536065435,candidata,0.0,0.016295172536065435
id_06,float64,0.7281655926624938,99,271.2948601858429,-0.039460070255787266,-0.06240209404427973,candidata,0.0,0.06240209404427973
id_07,float64,0.9895842634014477,76,121.17638318562587,-0.033781243880537715,-0.04918703217651125,excluida_alta_ausencia,0.0,0.04918703217651125
id_08,float64,0.9895842634014477,93,669.8387991720525,-0.03182803554316275,-0.0378902399054799,excluida_alta_ausencia,0.0,0.0378902399054799
id_09,float64,0.8541889241587822,38,0.9292072018723873,0.026621535526001463,0.039185990679257564,candidata,0.0,0.039185990679257564
id_10,float64,0.8541889241587822,55,6.65183042818038,0.011206655958646507,0.0089517029537334,candidata,0.0,0.011206655958646507
id_11,float64,0.7202960618478619,333,1.3419878408274264,0.010466688513262046,0.008893996344994043,candidata,0.0,0.010466688513262046
id_13,float64,0.7551393639719579,49,99.26020752426356,-0.015899194149655103,-0.032574088484969295,candidata,0.0,0.032574088484969295
id_14,float64,0.8230525528253032,25,8817.140668558937,0.04028758066687652,0.03044523190404097,candidata,0.0,0.04028758066687652
id_17,float64,0.7229284753245874,99,863.289629438048,0.15673904708255346,0.15771940714039281,candidata,0.02151064904714195,0.1630970694021783
id_18,float64,0.9112122341031476,16,2.219518778687587,0.02950741733900843,0.04024560800195671,candidata,0.0,0.04024560800195671
id_19,float64,0.7229962099403627,489,20147.00126345694,-0.03892392221826083,-0.04015148633137226,candidata,0.0,0.04015148633137226
id_20,float64,0.7229992887865344,337,22753.644842287416,0.045801957723994126,0.04478690988291373,candidata,0.0,0.045801957723994126
id_21,float64,0.9895719480167613,388,39003.32481443328,0.027446290274650797,0.017627351163473887,excluida_alta_ausencia,0.0,0.027446290274650797
id_22,float64,0.9895596326320748,20,42.331249559609894,0.10409948024946054,0.09883707502506563,excluida_alta_ausencia,0.0,0.10409948024946054
id_24,float64,0.9903632114828647,9,4.797790942609434,-0.08508947570935875,-0.09292774989584032,excluida_alta_ausencia,0.0,0.09292774989584032
id_25,float64,0.9896088941708205,284,9474.86474135546,0.04722873030133344,0.041980888069774985,excluida_alta_ausencia,0.0,0.04722873030133344
id_26,float64,0.9895627114782464,79,1041.1465030451634,0.05710219373881539,0.05515338480679218,excluida_alta_ausencia,0.0,0.05710219373881539
id_32,float64,0.8277108470829472,4,14.40912487752478,0.06814870275263361,0.06918370783450167,candidata,0.0,0.06918370783450167
log_amount,float32,0.0,13670,0.8690490126609802,-0.004951435918787556,-0.0010586280551795671,excluida_redundante_con_TransactionAmt,0.0,0.004951435918787556
hour_sin,float32,0.0,42655,0.4049992263317108,0.02637260848849425,0.02008960277283992,candidata,0.0,0.02637260848849425
hour_cos,float32,0.0,42495,0.3997669219970703,0.003410812180295043,0.0029281459625325095,candidata,0.0,0.003410812180295043
weekday_sin,float32,0.0,184391,0.5248848795890808,0.012914463658005401,0.012130586728085637,candidata,0.0,0.012914463658005401
weekday_cos,float32,0.0,186496,0.4727475345134735,-2.6626172711305614e-05,-0.0008938147486340607,candidata,0.0,0.0008938147486340607
missing_count,float32,0.0,264,2712.517578125,-0.11095513565953985,-0.09633019791173206,candidata,0.0,0.11095513565953985
entity_prior_count,float32,0.0,5472,283947.03125,0.01619642325515765,0.044035112543209264,candidata,0.0,0.044035112543209264
entity_prior_amt_mean,float32,0.0,234370,13564.720703125,-0.007017895699729449,-0.028750644911928098,candidata,0.0,0.028750644911928098
entity_prior_amt_std,float32,0.0,259485,16247.01171875,-0.013912775546570584,-0.018145321541924712,candidata,0.0,0.018145321541924712
amount_to_prior_mean,float32,0.0,263859,3.5559427738189697,0.002044910678043949,0.02379708095039485,candidata,0.0,0.02379708095039485
hours_since_prior,float32,0.0,149642,31445.025390625,-0.0257588353597795,-0.04731372666498031,candidata,0.0,0.04731372666498031
entity_count_1h,float32,0.0,27,1.5719729661941528,0.04778959773953786,0.0621784356686017,candidata,0.0,0.0621784356686017
entity_count_6h,float32,0.0,74,22.43507957458496,0.01879518567196617,0.049511929432869764,candidata,0.0,0.049511929432869764
entity_count_24h,float32,0.0,174,177.37149047851562,0.01492870999429189,0.0507663714883224,candidata,0.0,0.0507663714883224
entity_count_72h,float32,0.0,447,1429.2576904296875,0.012894753179716117,0.047648400837661656,candidata,0.0,0.047648400837661656
